OTU_ID,ekb-w1,grd-w1,ekb-w2,grd-w2,taxonomy
OTU1061,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__
OTU1139,0,1,0,3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae
OTU364,4,0,0,0,k__Bacteria
OTU630,0,0,3,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
OTU953,0,4,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
OTU971,0,3,1,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
OTU934,0,4,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__
OTU739,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SUP05;g__;s__
OTU519,3,1,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;s__pullicaecorum
OTU756,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__
OTU1163,0,0,0,4,k__Bacteria;p__Bacteroidetes
OTU678,0,0,4,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales
OTU459,2,0,2,0,Unclassified
OTU827,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria
OTU1175,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__
OTU1119,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__
OTU1052,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales
OTU278,0,4,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
OTU673,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales
OTU231,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Dechloromonas;s__
OTU538,4,0,0,0,k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__;s__
OTU402,4,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
OTU1077,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales
OTU725,1,0,3,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Microbulbifer;s__
OTU467,4,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__
OTU1129,0,0,0,4,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__
OTU839,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
OTU930,0,3,1,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__
OTU506,4,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae
OTU390,4,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__
OTU775,0,0,4,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
OTU968,1,3,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
OTU831,1,0,3,0,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia;s__
OTU786,0,0,4,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__;g__;s__
OTU818,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__
OTU637,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__
OTU964,1,3,0,0,k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__
OTU529,3,1,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;s__
OTU1103,0,0,0,4,k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__;s__
OTU799,0,0,3,1,k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__;s__
OTU546,4,0,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__;s__
OTU1033,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
OTU243,0,0,3,0,k__Bacteria
OTU422,4,0,0,0,k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__
OTU922,1,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__
OTU1100,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
OTU1180,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__
OTU569,4,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__
OTU157,2,0,2,0,k__Bacteria
OTU1133,0,0,0,4,k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__;s__
OTU837,0,0,4,0,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__
OTU1198,0,0,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio
OTU1093,0,0,0,4,k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__;g__;s__
OTU814,1,0,3,0,k__Bacteria
OTU1193,0,0,0,4,k__Bacteria;p__Proteobacteria
OTU854,0,4,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__
OTU413,4,0,0,0,k__Bacteria;p__WPS-2;c__;o__;f__;g__;s__
OTU204,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__guillouiae
OTU1159,0,0,0,4,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__;s__
OTU767,1,0,3,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]
OTU758,0,0,4,0,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM2F09;f__;g__;s__
OTU865,0,4,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae
OTU703,0,0,4,0,k__Bacteria;p__GN02;c__3BR-5F;o__;f__;g__;s__
OTU938,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
OTU985,0,3,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU638,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae
OTU960,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
OTU983,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
OTU583,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas;s__
OTU433,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__tunicata
OTU903,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
OTU787,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__;s__
OTU470,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__
OTU406,3,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__
OTU484,3,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__
OTU341,2,0,1,0,Unclassified
OTU556,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae
OTU709,0,0,2,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__;g__;s__
OTU515,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU755,0,0,3,0,k__Bacteria;p__Proteobacteria
OTU1075,0,0,0,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Teredinibacter;s__turnerae
OTU1138,0,0,0,2,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__;s__
OTU912,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans
OTU430,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales
OTU993,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__
OTU504,3,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales
OTU1029,0,0,0,3,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__;s__
OTU746,0,0,3,0,k__Bacteria;p__SR1;c__;o__;f__;g__;s__
OTU531,3,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium
OTU1070,0,0,0,3,k__Bacteria
OTU913,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__
OTU668,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU907,0,3,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__
OTU795,0,0,3,0,k__Bacteria;p__SAR406;c__AB16;o__Arctic96B-7;f__A714017;g__so4B24;s__
OTU1007,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__;g__;s__
OTU656,0,0,3,0,k__Bacteria;p__Proteobacteria
OTU987,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae
OTU810,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
OTU915,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae
OTU711,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__;s__
OTU1049,0,0,0,3,k__Bacteria
OTU875,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__
OTU535,3,0,0,0,k__Bacteria;p__Fibrobacteres;c__;o__;f__;g__;s__
OTU777,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae;g__;s__
OTU902,0,3,0,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__
OTU729,0,0,3,0,k__Bacteria
OTU997,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Xanthobacter;s__
OTU830,0,0,3,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
OTU876,0,3,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Propionicimonas;s__
OTU1177,0,0,0,3,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Reichenbachiella;s__
OTU808,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga;s__
OTU593,3,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU1108,0,0,0,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__;g__;s__
OTU706,0,0,3,0,k__Bacteria;p__TM6;c__SBRH58;o__;f__;g__;s__
OTU429,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Chitinibacter;s__tainanensis
OTU937,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU387,3,0,0,0,k__Bacteria;p__;c__;o__;f__;g__;s__
OTU514,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales
OTU921,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU1197,0,0,0,3,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfococcus;s__
OTU910,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Oceaniserpentilla;s__haliotis
OTU599,3,0,0,0,k__Bacteria;p__TM6;c__SJA-4;o__YJF2-48;f__;g__;s__
OTU582,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__
OTU1014,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
OTU1184,0,0,0,3,k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__;s__
OTU1148,0,0,0,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__;s__
OTU1125,0,0,0,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60
OTU1149,0,0,0,3,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__
OTU690,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae
OTU573,3,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__;s__
OTU1018,0,3,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__
OTU1008,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
OTU428,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;s__
OTU728,0,0,3,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__
OTU704,0,0,2,0,k__Bacteria
OTU1003,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__
OTU588,3,0,0,0,k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__lheB3-7;g__;s__
OTU843,0,0,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
OTU918,0,3,0,0,k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__
OTU945,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae;g__;s__
OTU553,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU518,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
OTU1110,0,0,0,3,k__Bacteria;p__GN02;c__BD1-5;o__;f__;g__;s__
OTU780,0,0,3,0,k__Bacteria;p__Proteobacteria
OTU946,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__;s__
OTU939,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
OTU617,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
OTU790,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sva0853;f__JTB36;g__;s__
OTU434,3,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia
OTU562,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__HTCC2188;g__HTCC;s__
OTU866,0,3,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__
OTU994,0,3,0,0,k__Bacteria;p__Caldiserica;c__WCHB1-03;o__;f__;g__;s__
OTU460,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
OTU1015,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae
OTU1031,0,0,0,3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
OTU1021,0,3,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
OTU950,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
OTU878,0,3,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae
OTU537,3,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__;s__
